------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     3  0.000000000000E+00  0.000000000000E+00  4.972592538028E+00

------ Current Surface: Coil-Plasma separation =   1.000000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  1.405322322975E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1  2.348982701591E-02 -1.993604502720E-02  0.000000000000E+00  0.000000000000E+00
      0    -2 -1.189067763587E-03  9.396370620098E-03  0.000000000000E+00  0.000000000000E+00
      0    -3  3.630297530309E-03 -4.009490445718E-03  0.000000000000E+00  0.000000000000E+00
      0    -4 -1.030747086762E-03  1.422678168462E-03  0.000000000000E+00  0.000000000000E+00
      0    -5  8.399863126049E-06 -1.972610210677E-04  0.000000000000E+00  0.000000000000E+00
      0    -6  4.030137028997E-05  1.147271235293E-04  0.000000000000E+00  0.000000000000E+00
      0    -7 -1.088978203009E-05  4.784625095714E-05  0.000000000000E+00  0.000000000000E+00
      0    -8  2.504686101865E-05 -7.895911550837E-06  0.000000000000E+00  0.000000000000E+00
      0    -9 -1.408839093745E-06 -1.416808962975E-06  0.000000000000E+00  0.000000000000E+00
      0   -10  4.015836996948E-06  6.255675124855E-07  0.000000000000E+00  0.000000000000E+00
      0   -11 -3.730291786304E-07 -9.157373287802E-07  0.000000000000E+00  0.000000000000E+00
      0   -12 -2.581080376455E-07  1.359962947819E-06  0.000000000000E+00  0.000000000000E+00
      0   -13  2.188380659153E-07 -3.310880114300E-07  0.000000000000E+00  0.000000000000E+00
      0   -14 -1.279982993695E-07  2.135063587279E-07  0.000000000000E+00  0.000000000000E+00
      0   -15  5.612931194322E-09 -7.569438319554E-08  0.000000000000E+00  0.000000000000E+00
      0   -16  3.372424205813E-08  7.978883840368E-09  0.000000000000E+00  0.000000000000E+00
      0   -17 -3.116327844036E-08 -1.853770531635E-08  0.000000000000E+00  0.000000000000E+00
      0   -18  1.272435072149E-08 -1.228892751344E-08  0.000000000000E+00  0.000000000000E+00
      0   -19  1.131195999382E-08  2.438547202264E-08  0.000000000000E+00  0.000000000000E+00
      0   -20  3.083558512316E-08  2.750621508084E-08  0.000000000000E+00  0.000000000000E+00
      0   -21 -1.840756238012E-08 -1.723308777693E-08  0.000000000000E+00  0.000000000000E+00
      0   -22 -6.054515051053E-08 -6.224874094121E-08  0.000000000000E+00  0.000000000000E+00
      0   -23 -3.716414207627E-08 -4.085170671167E-08  0.000000000000E+00  0.000000000000E+00
      0   -24  3.850119569850E-08  3.929930559510E-08  0.000000000000E+00  0.000000000000E+00
      1    24 -8.280656329900E-08  8.871251908164E-08  0.000000000000E+00  0.000000000000E+00
      1    23 -8.017345143265E-08  8.324339551028E-08  0.000000000000E+00  0.000000000000E+00
      1    22 -4.310394646572E-09  3.686062748407E-09  0.000000000000E+00  0.000000000000E+00
      1    21  5.147091998187E-08 -5.486445942267E-08  0.000000000000E+00  0.000000000000E+00
      1    20  4.042994975167E-08 -3.842546173458E-08  0.000000000000E+00  0.000000000000E+00
      1    19 -1.138800361856E-08  1.148731791602E-08  0.000000000000E+00  0.000000000000E+00
      1    18 -1.063081974013E-08  8.024152316137E-09  0.000000000000E+00  0.000000000000E+00
      1    17 -8.738091409027E-09  1.606800367678E-08  0.000000000000E+00  0.000000000000E+00
      1    16  2.297764717496E-09 -5.272393174070E-08  0.000000000000E+00  0.000000000000E+00
      1    15  1.098212292871E-08  5.577932849333E-08  0.000000000000E+00  0.000000000000E+00
      1    14 -4.306502033390E-08 -4.071191514502E-08  0.000000000000E+00  0.000000000000E+00
      1    13  3.490450192507E-08 -3.111472748986E-09  0.000000000000E+00  0.000000000000E+00
      1    12  2.433172248656E-07  9.403173488404E-07  0.000000000000E+00  0.000000000000E+00
      1    11 -1.814879783022E-06 -9.217092239360E-07  0.000000000000E+00  0.000000000000E+00
      1    10  4.222124974201E-06  1.424637211671E-06  0.000000000000E+00  0.000000000000E+00
      1     9 -1.426720595079E-05  9.805999011718E-08  0.000000000000E+00  0.000000000000E+00
      1     8 -2.333539357821E-06 -1.218575636707E-05  0.000000000000E+00  0.000000000000E+00
      1     7 -1.873659718140E-05  2.841355468116E-06  0.000000000000E+00  0.000000000000E+00
      1     6  6.958104389630E-05 -9.244846202381E-06  0.000000000000E+00  0.000000000000E+00
      1     5  1.077798903401E-04  2.905172383648E-04  0.000000000000E+00  0.000000000000E+00
      1     4 -5.519548282217E-04  6.224837056516E-05  0.000000000000E+00  0.000000000000E+00
      1     3  2.808558182968E-03  1.207368329713E-03  0.000000000000E+00  0.000000000000E+00
      1     2 -1.215984772761E-02 -1.672239131017E-03  0.000000000000E+00  0.000000000000E+00
      1     1  2.852093074099E-03 -3.386546927826E-02  0.000000000000E+00  0.000000000000E+00
      1     0  3.922642830686E-01  5.326558981615E-01  0.000000000000E+00  0.000000000000E+00
      1    -1 -9.433833725221E-02  1.737396423915E-01  0.000000000000E+00  0.000000000000E+00
      1    -2 -5.416630392099E-03  8.532562173096E-03  0.000000000000E+00  0.000000000000E+00
      1    -3 -2.486644224203E-03  1.789332712061E-03  0.000000000000E+00  0.000000000000E+00
      1    -4  2.724830006360E-05  1.431455799164E-03  0.000000000000E+00  0.000000000000E+00
      1    -5  8.868595553427E-06 -5.773112483593E-04  0.000000000000E+00  0.000000000000E+00
      1    -6  1.769289645190E-04 -1.077711009425E-04  0.000000000000E+00  0.000000000000E+00
      1    -7  2.592881645854E-05 -4.136179923759E-05  0.000000000000E+00  0.000000000000E+00
      1    -8 -5.384801924624E-06  6.185621488663E-06  0.000000000000E+00  0.000000000000E+00
      1    -9 -1.045112341220E-05 -1.528560050814E-06  0.000000000000E+00  0.000000000000E+00
      1   -10  4.813001293646E-06  3.341770729581E-06  0.000000000000E+00  0.000000000000E+00
      1   -11 -1.620338118107E-06 -1.283890193464E-06  0.000000000000E+00  0.000000000000E+00
      1   -12  1.818995729636E-07  9.935723102109E-07  0.000000000000E+00  0.000000000000E+00
      1   -13  3.929518920216E-07 -7.152977884186E-07  0.000000000000E+00  0.000000000000E+00
      1   -14  9.882495201948E-09  4.955188998715E-08  0.000000000000E+00  0.000000000000E+00
      1   -15  1.994422836526E-08 -7.824219291290E-09  0.000000000000E+00  0.000000000000E+00
      1   -16  2.065831007750E-09  6.678440840335E-09  0.000000000000E+00  0.000000000000E+00
      1   -17 -2.323246274217E-08  1.181427829287E-08  0.000000000000E+00  0.000000000000E+00
      1   -18  2.100270944835E-08  1.500602241102E-08  0.000000000000E+00  0.000000000000E+00
      1   -19  6.107288478652E-10  6.984333252023E-09  0.000000000000E+00  0.000000000000E+00
      1   -20 -1.628833857609E-08 -1.741169720958E-08  0.000000000000E+00  0.000000000000E+00
      1   -21 -3.865885007378E-08 -4.149898913694E-08  0.000000000000E+00  0.000000000000E+00
      1   -22 -5.521095667455E-09 -5.873618945256E-09  0.000000000000E+00  0.000000000000E+00
      1   -23  5.030494148637E-08  5.147837269087E-08  0.000000000000E+00  0.000000000000E+00
      1   -24  6.250328088648E-08  6.658868746842E-08  0.000000000000E+00  0.000000000000E+00
      2    24 -6.070018334790E-08  6.073997069712E-08  0.000000000000E+00  0.000000000000E+00
      2    23  4.289545808009E-08 -4.689288365777E-08  0.000000000000E+00  0.000000000000E+00
      2    22  9.439184173188E-08 -9.978874235824E-08  0.000000000000E+00  0.000000000000E+00
