------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     3  0.000000000000E+00  0.000000000000E+00  4.972592538028E+00

------ Current Surface: Coil-Plasma separation =   2.000000000000E-01 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      0     0  1.401262678480E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
      0    -1  1.828798801322E-02 -2.096742912541E-02  0.000000000000E+00  0.000000000000E+00
      0    -2 -2.962539521255E-04  8.047319683357E-03  0.000000000000E+00  0.000000000000E+00
      0    -3  4.041402550626E-03 -3.955748272636E-03  0.000000000000E+00  0.000000000000E+00
      0    -4 -1.097608769124E-03  1.462577341751E-03  0.000000000000E+00  0.000000000000E+00
      0    -5  6.914443380475E-05 -3.287699861926E-04  0.000000000000E+00  0.000000000000E+00
      0    -6 -2.558363910139E-05  1.710423059731E-04  0.000000000000E+00  0.000000000000E+00
      0    -7 -5.873964062368E-05  1.110859929234E-04  0.000000000000E+00  0.000000000000E+00
      0    -8  4.465521670713E-05 -3.468584077835E-05  0.000000000000E+00  0.000000000000E+00
      0    -9 -5.759032080958E-06  4.065571003080E-07  0.000000000000E+00  0.000000000000E+00
      0   -10  1.336244017305E-05 -5.757011032138E-06  0.000000000000E+00  0.000000000000E+00
      0   -11  9.081128802554E-07 -4.377462327023E-06  0.000000000000E+00  0.000000000000E+00
      0   -12 -1.944457809851E-07  2.167762312694E-06  0.000000000000E+00  0.000000000000E+00
      0   -13  1.055151932430E-06 -1.765443751527E-06  0.000000000000E+00  0.000000000000E+00
      0   -14 -4.082579886630E-07  1.251141541966E-06  0.000000000000E+00  0.000000000000E+00
      0   -15 -9.500953476700E-08 -2.993943478088E-07  0.000000000000E+00  0.000000000000E+00
      0   -16  7.202088320211E-08  6.615963638095E-08  0.000000000000E+00  0.000000000000E+00
      0   -17 -6.393395451227E-08 -1.172771124554E-08  0.000000000000E+00  0.000000000000E+00
      0   -18  3.249992383480E-08 -2.886274653566E-08  0.000000000000E+00  0.000000000000E+00
      0   -19 -1.627017395455E-08  7.707896700378E-09  0.000000000000E+00  0.000000000000E+00
      0   -20  7.595690931554E-09 -4.748395134862E-09  0.000000000000E+00  0.000000000000E+00
      0   -21  7.432388076571E-10  6.634170383110E-09  0.000000000000E+00  0.000000000000E+00
      0   -22 -3.479599642748E-10  4.632093640434E-09  0.000000000000E+00  0.000000000000E+00
      0   -23  9.731217049820E-10  6.546099457314E-12  0.000000000000E+00  0.000000000000E+00
      0   -24  5.322466416441E-10  9.198044152930E-10  0.000000000000E+00  0.000000000000E+00
      1    24 -4.646221346164E-10 -9.697089113540E-10  0.000000000000E+00  0.000000000000E+00
      1    23 -4.759526617769E-10  9.571278314697E-10  0.000000000000E+00  0.000000000000E+00
      1    22 -1.030084974810E-09 -1.219307216813E-09  0.000000000000E+00  0.000000000000E+00
      1    21 -3.375818268087E-09  4.765360824876E-09  0.000000000000E+00  0.000000000000E+00
      1    20  1.943739841790E-09  3.874036896919E-09  0.000000000000E+00  0.000000000000E+00
      1    19 -1.436953219974E-08 -5.709040066570E-09  0.000000000000E+00  0.000000000000E+00
      1    18  3.680760842242E-08  1.464669183460E-08  0.000000000000E+00  0.000000000000E+00
      1    17 -4.369015467423E-08 -1.510844160952E-08  0.000000000000E+00  0.000000000000E+00
      1    16  8.022156364327E-08  2.038664619501E-08  0.000000000000E+00  0.000000000000E+00
      1    15  7.780505508247E-08  3.561045361135E-08  0.000000000000E+00  0.000000000000E+00
      1    14  1.897122616444E-07  1.498982834525E-07  0.000000000000E+00  0.000000000000E+00
      1    13  4.672472361560E-07  3.018596989626E-07  0.000000000000E+00  0.000000000000E+00
      1    12 -1.259725850168E-07 -5.473847442202E-08  0.000000000000E+00  0.000000000000E+00
      1    11 -2.412283748959E-07 -2.766646873252E-06  0.000000000000E+00  0.000000000000E+00
      1    10  6.647719931768E-06 -2.891334190696E-06  0.000000000000E+00  0.000000000000E+00
      1     9 -2.231920965294E-05 -1.015968977221E-05  0.000000000000E+00  0.000000000000E+00
      1     8  5.597755979320E-06 -3.144966531663E-05  0.000000000000E+00  0.000000000000E+00
      1     7 -1.803433552123E-05  1.620959721182E-05  0.000000000000E+00  0.000000000000E+00
      1     6  1.358023372145E-04 -1.501673281290E-05  0.000000000000E+00  0.000000000000E+00
      1     5  1.050373207482E-04  2.779819898120E-04  0.000000000000E+00  0.000000000000E+00
      1     4 -4.648125634300E-04 -8.528970592628E-05  0.000000000000E+00  0.000000000000E+00
      1     3  2.954154184471E-03  1.951736083883E-03  0.000000000000E+00  0.000000000000E+00
      1     2 -1.166795666250E-02 -3.206060253869E-03  0.000000000000E+00  0.000000000000E+00
      1     1 -8.264487515305E-03 -3.940993281593E-02  0.000000000000E+00  0.000000000000E+00
      1     0  4.960527845826E-01  6.166803133417E-01  0.000000000000E+00  0.000000000000E+00
      1    -1 -7.056960787831E-02  1.556981594173E-01  0.000000000000E+00  0.000000000000E+00
      1    -2 -8.368717569043E-03  1.270320921658E-02  0.000000000000E+00  0.000000000000E+00
      1    -3 -3.367307769029E-03  1.406257864211E-03  0.000000000000E+00  0.000000000000E+00
      1    -4  2.267207082753E-04  1.501178677282E-03  0.000000000000E+00  0.000000000000E+00
      1    -5 -1.721799197936E-04 -5.088864138070E-04  0.000000000000E+00  0.000000000000E+00
      1    -6  2.309567876661E-04 -7.853737352867E-05  0.000000000000E+00  0.000000000000E+00
      1    -7  6.993666636257E-05 -1.194259502941E-04  0.000000000000E+00  0.000000000000E+00
      1    -8  9.988795238796E-06 -3.114997916562E-06  0.000000000000E+00  0.000000000000E+00
      1    -9 -2.539276651878E-05  6.448037669448E-06  0.000000000000E+00  0.000000000000E+00
      1   -10 -9.622673786624E-07 -3.150701029544E-07  0.000000000000E+00  0.000000000000E+00
      1   -11 -6.006270268942E-06 -1.307723529769E-07  0.000000000000E+00  0.000000000000E+00
      1   -12 -3.007944858134E-06  3.381444535689E-06  0.000000000000E+00  0.000000000000E+00
      1   -13  4.282003758588E-07 -2.066513089735E-06  0.000000000000E+00  0.000000000000E+00
      1   -14 -3.613450477665E-07  6.067786536857E-08  0.000000000000E+00  0.000000000000E+00
      1   -15  6.205408856957E-08 -3.306335522399E-07  0.000000000000E+00  0.000000000000E+00
      1   -16  7.820081620439E-08 -7.968150508428E-08  0.000000000000E+00  0.000000000000E+00
      1   -17 -1.070217225251E-07  1.308430579836E-07  0.000000000000E+00  0.000000000000E+00
      1   -18  4.005399572650E-08 -3.631483742910E-08  0.000000000000E+00  0.000000000000E+00
      1   -19 -2.032946712793E-08  4.313851766884E-08  0.000000000000E+00  0.000000000000E+00
      1   -20 -1.050975426383E-09  7.811799928233E-09  0.000000000000E+00  0.000000000000E+00
      1   -21  1.655808282959E-09 -8.552131280201E-09  0.000000000000E+00  0.000000000000E+00
      1   -22 -1.065745198919E-09  1.157981291070E-09  0.000000000000E+00  0.000000000000E+00
      1   -23  2.126393103894E-09 -5.979812109407E-09  0.000000000000E+00  0.000000000000E+00
      1   -24 -5.894548581677E-10  4.139894642578E-10  0.000000000000E+00  0.000000000000E+00
      2    24 -4.356657694110E-10 -1.254908183479E-09  0.000000000000E+00  0.000000000000E+00
      2    23  7.604680766059E-10  3.202375051846E-09  0.000000000000E+00  0.000000000000E+00
      2    22  9.659912328388E-10 -3.486268753478E-10  0.000000000000E+00  0.000000000000E+00
